value,Koppen_Class,Category
AR_Perry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Pike,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Poinsett,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Polk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Pope,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Prairie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Randolph,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Saint Francis,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Saline,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Searcy,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Sebastian,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Sevier,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Sharp,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Stone,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Union,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Van Buren,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Washington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Woodruff,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
AR_Yell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
CA_Alpine,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
CA_Del Norte,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
CA_Inyo,"BWk  Arid, desert, cold",Non Speciality Crop
CA_Lake,"Csa  Temperate, dry summer, hot summer",Non Speciality Crop
CA_Lassen,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
CA_Mariposa,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
CA_Mono,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
CA_Plumas,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
CA_Sierra,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
CA_Trinity,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
CA_Tuolumne,"Dsc  Cold, dry summer, cold summer",Non Speciality Crop
CO_Arapahoe,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Archuleta,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Baca,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Bent,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Broomfield,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Chaffee,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Cheyenne,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Clear Creek,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Conejos,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Crowley,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Custer,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Denver,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Dolores,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Douglas,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Eagle,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_El Paso,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Elbert,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Fremont,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Garfield,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Gilpin,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Grand,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Gunnison,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Hinsdale,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Huerfano,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Jackson,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Jefferson,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Kiowa,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Kit Carson,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_La Plata,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Lake,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Larimer,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Las Animas,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Lincoln,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Logan,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Mineral,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Moffat,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Ouray,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Park,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Phillips,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Pitkin,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Prowers,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Rio Blanco,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Routt,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_San Juan,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_San Miguel,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Sedgwick,"BSk  Arid, steppe, cold",Non Speciality Crop
CO_Summit,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
CO_Teller,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
CO_Washington,"BSk  Arid, steppe, cold",Non Speciality Crop
CT_Middlesex,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
FL_Baker,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Broward,"Am   Tropical, monsoon",Non Speciality Crop
FL_Calhoun,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Citrus,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Clay,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Desoto,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Dixie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Glades,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Gulf,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Liberty,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Madison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Monroe,"Aw   Tropical, savannah",Non Speciality Crop
FL_Nassau,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Pinellas,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Saint Johns,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Saint Lucie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Santa Rosa,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Sumter,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Taylor,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Union,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Wakulla,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
FL_Washington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Baker,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Baldwin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Barrow,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Bartow,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Bibb,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Bleckley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Brantley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Bryan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Butts,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Calhoun,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Camden,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Carroll,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Catoosa,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Charlton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Chatham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Chattahoochee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Chattooga,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Cherokee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Clarke,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Clay,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Clayton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Cobb,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Columbia,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Coweta,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Crawford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Dade,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Dawson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_DeKalb,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Dodge,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Dougherty,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Douglas,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Early,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Effingham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Elbert,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Emanuel,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Fannin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Fayette,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Floyd,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Forsyth,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Franklin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Fulton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Glascock,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Glynn,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Gordon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Greene,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Gwinnett,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Habersham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Hall,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Haralson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Harris,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Hart,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Heard,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Henry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Irwin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Jackson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Jasper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Johnson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Jones,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Lamar,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Liberty,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Lincoln,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Long,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Lumpkin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Macon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Madison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Marion,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_McDuffie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Meriwether,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Miller,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Monroe,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Morgan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Murray,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Muscogee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Newton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Oconee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Oglethorpe,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Paulding,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Peach,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Pickens,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Pike,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Polk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Putnam,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Quitman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Rabun,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Randolph,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Richmond,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Rockdale,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Schley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Spalding,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Stephens,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Stewart,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Talbot,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Taliaferro,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Taylor,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Telfair,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Towns,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Treutlen,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Troup,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Twiggs,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Walker,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Walton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Webster,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Wheeler,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_White,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Whitfield,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Wilkes,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
GA_Wilkinson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
ID_Adams,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Bannock,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Bear Lake,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Benewah,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Blaine,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Boise,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Bonner,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Boundary,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Camas,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Clark,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Clearwater,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Custer,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
ID_Franklin,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Idaho,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Kootenai,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Latah,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Lemhi,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Lewis,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ID_Lincoln,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Nez Perce,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ID_Oneida,"BSk  Arid, steppe, cold",Non Speciality Crop
ID_Shoshone,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
ID_Valley,"Dsc  Cold, dry summer, cold summer",Non Speciality Crop
IL_Adams,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Alexander,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
IL_Bond,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Boone,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Brown,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Bureau,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Calhoun,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Carroll,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Cass,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Champaign,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Christian,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Clark,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Clay,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Clinton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Coles,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Crawford,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Cumberland,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_De Witt,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Douglas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Dupage,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Edgar,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Edwards,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Effingham,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Fayette,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Ford,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Franklin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Fulton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Gallatin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Greene,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Grundy,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Hamilton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Hancock,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Hardin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Henderson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Iroquois,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Jasper,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
IL_Jefferson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
